数据库/数据挖掘/内容检索	ECML-PKDD	European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases	Conference	B	Springer	http://dblp.uni-trier.de/db/conf/ecml/
数据库/数据挖掘/内容检索	ISWC	IEEE International Semantic Web Conference	Conference	B	IEEE	http://dblp.uni-trier.de/db/conf/semweb/
软件工程/系统软件/程序设计语言	CP	International Conference on Principles and Practice of Constraint Programming	Conference	B	Springer	http://dblp.uni-trier.de/db/conf/cp/
软件工程/系统软件/程序设计语言	ICSOC	International Conference on Service Oriented Computing	Conference	B	Springer	http://dblp.uni-trier.de/db/conf/icsoc/
计算机图形学与多媒体	ISMAR	International Symposium on Mixed and Augmented Reality	Conference	B	IEEE/ACM	http://dblp.uni-trier.de/db/conf/ismar/
网络与信息安全	IH&MMSec	ACM Workshop on Information Hiding and Multimedia Security	Conference	C	ACM	http://dblp.uni-trier.de/db/conf/ih/
计算机体系结构/并行与分布计算/存储系统	PACT	International Conference on Parallel Architectures and Compilation Techniques	Conference	B	IEEE/ACM	http://dblp.uni-trier.de/db/conf/IEEEpact/
交叉/综合/新兴	ISBRA	International Symposium on Bioinformatics Research and Applications	Conference	C	Springer	https://dblp.uni-trier.de/db/conf/isbra/
交叉/综合/新兴	SAGT	International Symposium on Algorithmic Game Theory	Conference	C	Springer	https://dblp.org/db/conf/sagt/index.html
交叉/综合/新兴	SIGSPATIAL	ACM Special Interest Group on Spatial Information	Conference	C	ACM	https://dblp.org/db/journals/sigspatial/index.html
计算机科学理论	FMCAD	Formal Method in Computer-Aided Design	Conference	C	ACM	http://dblp.uni-trier.de/db/conf/fmcad/
计算机科学理论	FSTTCS	Foundations of Software Technology and Theoretical Computer Science	Conference	C	Indian Association for Research in Computing Science	http://dblp.uni-trier.de/db/conf/fsttcs/
计算机科学理论	DSAA	IEEE International Conference on Data Science and Advanced Analytics	Conference	C	IEEE	https://dblp.uni-trier.de/db/conf/dsaa/
计算机网络	ISCC	IEEE Symposium on Computers and Communications	Conference	C	IEEE	http://dblp.uni-trier.de/db/conf/iscc/
计算机网络	WCNC	IEEE Wireless Communications and Networking Conference	Conference	C	IEEE	http://dblp.uni-trier.de/db/conf/wcnc/
计算机网络	Networking	IFIP International Conferences on Networking	Conference	C	IFIP	http://dblp.uni-trier.de/db/conf/networking/index.html
数据库/数据挖掘/内容检索	ICDM	IEEE International Conference on Data Mining	Conference	B	IEEE	http://dblp.uni-trier.de/db/conf/icdm/
数据库/数据挖掘/内容检索	ICDT	International Conference on Database Theory	Conference	B	Springer	http://dblp.uni-trier.de/db/conf/icdt/
数据库/数据挖掘/内容检索	EDBT	International Conference on Extending DatabaseTechnology	Conference	B	Springer 	http://dblp.uni-trier.de/db/conf/edbt/
软件工程/系统软件/程序设计语言	SANER	IEEE International Conference on Software Analysis, Evolution,and Reengineering	Conference	B	IEEE	http://dblp.uni-trier.de/db/conf/wcre/
软件工程/系统软件/程序设计语言	ICSME	International Conference on Software Maintenance and Evolution	Conference	B	IEEE	http://dblp.uni-trier.de/db/conf/icsm/
软件工程/系统软件/程序设计语言	VMCAI	International Conference on Verification,Model Checking, and Abstract Interpretation	Conference	B	Springer	http://dblp.uni-trier.de/db/conf/vmcai/
计算机图形学与多媒体	PG	Pacific Conference on Computer Graphics and Applications	Conference	B	Wiley/Blackwell	http://dblp.uni-trier.de/db/conf/pg/index.html
计算机图形学与多媒体	SPM	Symposium on Solid and Physical Modeling	Conference	B	SMA/Elsevier	http://dblp.uni-trier.de/db/conf/sma/
计算机图形学与多媒体	VRST	ACM Symposium on Virtual Reality Software and Technology	Conference	C	ACM	http://dblp.uni-trier.de/db/conf/vrst/
网络与信息安全	ACNS	International Conference on Applied Cryptography and Network Security	Conference	C	Springer	http://dblp.uni-trier.de/db/conf/acns/
网络与信息安全	AsiaCCS	ACM Asia Conference on Computer and Communications Security	Conference	C	ACM	http://dblp.uni-trier.de/db/conf/ccs/
网络与信息安全	ACISP	AustralasiaConferenceonInformation SecurityandPrivacy	Conference	C	Springer	http://dblp.uni-trier.de/db/conf/acisp/
